"beta0","beta1","loglikelihood"
68.8,1.75,-125.014913183243
68.9,1.75,-124.888045789202
69,1.75,-124.761283304938
69.1,1.75,-124.634625730453
69.2,1.75,-124.508073065744
69.3,1.75,-124.381625310813
69.4,1.75,-124.25528246566
69.5,1.75,-124.129044530285
69.6,1.75,-124.002911504687
69.7,1.75,-123.876883388866
69.8,1.75,-123.750960182823
69.9,1.75,-123.625141886558
70,1.75,-123.499428500071
70.1,1.75,-123.373820023361
70.2,1.75,-123.248316456428
70.3,1.75,-123.122917799273
70.4,1.75,-122.997624051896
70.5,1.75,-122.872435214296
70.6,1.75,-122.747351286474
70.7,1.75,-122.62237226843
70.8,1.75,-122.497498160163
70.9,1.75,-122.372728961674
71,1.75,-122.248064672962
71.1,1.75,-122.123505294028
71.2,1.75,-121.999050824871
71.3,1.75,-121.874701265492
71.4,1.75,-121.750456615891
71.5,1.75,-121.626316876067
71.6,1.75,-121.502282046021
71.7,1.75,-121.378352125753
71.8,1.75,-121.254527115262
71.9,1.75,-121.130807014548
72,1.75,-121.007191823612
72.1,1.75,-120.883681542454
72.2,1.75,-120.760276171074
72.3,1.75,-120.636975709471
72.4,1.75,-120.513780157645
72.5,1.75,-120.390689515597
72.6,1.75,-120.267703783327
72.7,1.75,-120.144822960834
72.8,1.75,-120.022047048119
72.9,1.75,-119.899376045182
73,1.75,-119.776809952022
73.1,1.75,-119.65434876864
73.2,1.75,-119.531992495035
73.3,1.75,-119.409741131208
73.4,1.75,-119.287594677158
73.5,1.75,-119.165553132886
73.6,1.75,-119.043616498392
73.7,1.75,-118.921784773675
73.8,1.75,-118.800057958736
73.9,1.75,-118.678436053575
74,1.75,-118.556919058191
74.1,1.75,-118.435506972584
74.2,1.75,-118.314199796756
74.3,1.75,-118.192997530704
74.4,1.75,-118.071900174431
74.5,1.75,-117.950907727935
74.6,1.75,-117.830020191216
74.7,1.75,-117.709237564275
74.8,1.75,-117.588559847112
74.9,1.75,-117.467987039727
75,1.75,-117.347519142119
50,1.76,-149.555057958736
50.1,1.76,-149.409201894951
50.2,1.76,-149.263450740944
50.3,1.76,-149.117804496714
50.4,1.76,-148.972263162261
50.5,1.76,-148.826826737586
50.6,1.76,-148.681495222689
50.7,1.76,-148.53626861757
50.8,1.76,-148.391146922228
50.9,1.76,-148.246130136663
51,1.76,-148.101218260876
51.1,1.76,-147.956411294867
51.2,1.76,-147.811709238636
51.3,1.76,-147.667112092181
51.4,1.76,-147.522619855505
51.5,1.76,-147.378232528606
51.6,1.76,-147.233950111485
51.7,1.76,-147.089772604141
51.8,1.76,-146.945700006575
51.9,1.76,-146.801732318787
52,1.76,-146.657869540776
52.1,1.76,-146.514111672542
52.2,1.76,-146.370458714087
52.3,1.76,-146.226910665408
52.4,1.76,-146.083467526508
52.5,1.76,-145.940129297385
52.6,1.76,-145.79689597804
52.7,1.76,-145.653767568472
52.8,1.76,-145.510744068682
52.9,1.76,-145.367825478669
53,1.76,-145.225011798434
53.1,1.76,-145.082303027977
53.2,1.76,-144.939699167297
53.3,1.76,-144.797200216395
53.4,1.76,-144.65480617527
53.5,1.76,-144.512517043923
53.6,1.76,-144.370332822354
53.7,1.76,-144.228253510562
53.8,1.76,-144.086279108547
53.9,1.76,-143.944409616311
54,1.76,-143.802645033852
54.1,1.76,-143.66098536117
54.2,1.76,-143.519430598266
54.3,1.76,-143.37798074514
54.4,1.76,-143.236635801791
54.5,1.76,-143.09539576822
54.6,1.76,-142.954260644427
54.7,1.76,-142.813230430411
54.8,1.76,-142.672305126172
54.9,1.76,-142.531484731711
55,1.76,-142.390769247028
55.1,1.76,-142.250158672123
55.2,1.76,-142.109653006995
55.3,1.76,-141.969252251644
55.4,1.76,-141.828956406072
55.5,1.76,-141.688765470276
55.6,1.76,-141.548679444259
55.7,1.76,-141.408698328019
55.8,1.76,-141.268822121556
55.9,1.76,-141.129050824871
56,1.76,-140.989384437964
56.1,1.76,-140.849822960834
56.2,1.76,-140.710366393482
56.3,1.76,-140.571014735908
56.4,1.76,-140.431767988111
56.5,1.76,-140.292626150092
56.6,1.76,-140.15358922185
56.7,1.76,-140.014657203386
56.8,1.76,-139.875830094699
56.9,1.76,-139.73710789579
57,1.76,-139.598490606659
57.1,1.76,-139.459978227305
57.2,1.76,-139.321570757729
57.3,1.76,-139.183268197931
57.4,1.76,-139.04507054791
57.5,1.76,-138.906977807666
57.6,1.76,-138.7689899772
57.7,1.76,-138.631107056512
57.8,1.76,-138.493329045602
57.9,1.76,-138.355655944468
58,1.76,-138.218087753113
58.1,1.76,-138.080624471535
58.2,1.76,-137.943266099735
58.3,1.76,-137.806012637712
58.4,1.76,-137.668864085467
58.5,1.76,-137.531820443
58.6,1.76,-137.39488171031
58.7,1.76,-137.258047887398
58.8,1.76,-137.121318974263
58.9,1.76,-136.984694970906
59,1.76,-136.848175877326
59.1,1.76,-136.711761693524
59.2,1.76,-136.5754524195
59.3,1.76,-136.439248055253
59.4,1.76,-136.303148600784
59.5,1.76,-136.167154056092
59.6,1.76,-136.031264421179
59.7,1.76,-135.895479696042
59.8,1.76,-135.759799880683
59.9,1.76,-135.624224975102
60,1.76,-135.488754979299
60.1,1.76,-135.353389893273
60.2,1.76,-135.218129717024
60.3,1.76,-135.082974450553
60.4,1.76,-134.94792409386
60.5,1.76,-134.812978646944
60.6,1.76,-134.678138109806
60.7,1.76,-134.543402482446
60.8,1.76,-134.408771764863
60.9,1.76,-134.274245957058
61,1.76,-134.13982505903
61.1,1.76,-134.00550907078
61.2,1.76,-133.871297992307
61.3,1.76,-133.737191823612
61.4,1.76,-133.603190564695
61.5,1.76,-133.469294215555
61.6,1.76,-133.335502776193
61.7,1.76,-133.201816246609
61.8,1.76,-133.068234626802
61.9,1.76,-132.934757916772
62,1.76,-132.801386116521
62.1,1.76,-132.668119226046
62.2,1.76,-132.53495724535
62.3,1.76,-132.401900174431
62.4,1.76,-132.268948013289
62.5,1.76,-132.136100761925
62.6,1.76,-132.003358420339
62.7,1.76,-131.870720988531
62.8,1.76,-131.7381884665
62.9,1.76,-131.605760854246
63,1.76,-131.47343815177
63.1,1.76,-131.341220359072
63.2,1.76,-131.209107476151
63.3,1.76,-131.077099503008
63.4,1.76,-130.945196439643
63.5,1.76,-130.813398286055
63.6,1.76,-130.681705042244
63.7,1.76,-130.550116708212
63.8,1.76,-130.418633283957
63.9,1.76,-130.287254769479
64,1.76,-130.155981164779
64.1,1.76,-130.024812469857
64.2,1.76,-129.893748684712
64.3,1.76,-129.762789809345
64.4,1.76,-129.631935843755
64.5,1.76,-129.501186787943
64.6,1.76,-129.370542641909
64.7,1.76,-129.240003405652
64.8,1.76,-129.109569079173
64.9,1.76,-128.979239662471
65,1.76,-128.849015155547
65.1,1.76,-128.718895558401
65.2,1.76,-128.588880871032
65.3,1.76,-128.45897109344
65.4,1.76,-128.329166225627
65.5,1.76,-128.199466267591
65.6,1.76,-128.069871219332
65.7,1.76,-127.940381080851
65.8,1.76,-127.810995852148
65.9,1.76,-127.681715533222
66,1.76,-127.552540124074
66.1,1.76,-127.423469624703
66.2,1.76,-127.294504035111
66.3,1.76,-127.165643355295
66.4,1.76,-127.036887585257
66.5,1.76,-126.908236724997
66.6,1.76,-126.779690774515
66.7,1.76,-126.65124973381
66.8,1.76,-126.522913602882
66.9,1.76,-126.394682381732
67,1.76,-126.26655607036
67.1,1.76,-126.138534668766
67.2,1.76,-126.010618176949
67.3,1.76,-125.882806594909
67.4,1.76,-125.755099922647
67.5,1.76,-125.627498160163
67.6,1.76,-125.500001307456
67.7,1.76,-125.372609364527
67.8,1.76,-125.245322331376
67.9,1.76,-125.118140208002
68,1.76,-124.991062994406
68.1,1.76,-124.864090690587
68.2,1.76,-124.737223296546
68.3,1.76,-124.610460812282
68.4,1.76,-124.483803237796
68.5,1.76,-124.357250573088
68.6,1.76,-124.230802818157
68.7,1.76,-124.104459973004
68.8,1.76,-123.978222037628
68.9,1.76,-123.85208901203
69,1.76,-123.72606089621
69.1,1.76,-123.600137690167
69.2,1.76,-123.474319393902
69.3,1.76,-123.348606007414
69.4,1.76,-123.222997530704
69.5,1.76,-123.097493963772
69.6,1.76,-122.972095306617
69.7,1.76,-122.84680155924
69.8,1.76,-122.72161272164
69.9,1.76,-122.596528793818
70,1.76,-122.471549775774
70.1,1.76,-122.346675667507
70.2,1.76,-122.221906469017
70.3,1.76,-122.097242180306
70.4,1.76,-121.972682801372
70.5,1.76,-121.848228332215
70.6,1.76,-121.723878772836
70.7,1.76,-121.599634123235
70.8,1.76,-121.475494383411
70.9,1.76,-121.351459553365
71,1.76,-121.227529633096
71.1,1.76,-121.103704622605
71.2,1.76,-120.979984521892
71.3,1.76,-120.856369330956
71.4,1.76,-120.732859049798
71.5,1.76,-120.609453678417
71.6,1.76,-120.486153216814
71.7,1.76,-120.362957664989
71.8,1.76,-120.239867022941
71.9,1.76,-120.116881290671
72,1.76,-119.994000468178
72.1,1.76,-119.871224555463
72.2,1.76,-119.748553552526
72.3,1.76,-119.625987459366
72.4,1.76,-119.503526275983
72.5,1.76,-119.381170002379
72.6,1.76,-119.258918638552
72.7,1.76,-119.136772184502
72.8,1.76,-119.01473064023
72.9,1.76,-118.892794005736
73,1.76,-118.770962281019
73.1,1.76,-118.64923546608
73.2,1.76,-118.527613560918
73.3,1.76,-118.406096565534
73.4,1.76,-118.284684479928
73.5,1.76,-118.163377304099
73.6,1.76,-118.042175038048
73.7,1.76,-117.921077681774
73.8,1.76,-117.800085235278
73.9,1.76,-117.67919769856
74,1.76,-117.558415071619
74.1,1.76,-117.437737354456
74.2,1.76,-117.31716454707
74.3,1.76,-117.196696649462
74.4,1.76,-117.076333661632
74.5,1.76,-116.956075583579
74.6,1.76,-116.835922415304
74.7,1.76,-116.715874156806
74.8,1.76,-116.595930808086
74.9,1.76,-116.476092369143
75,1.76,-116.356358839978
50,1.77,-148.386277010352
50.1,1.77,-148.24115531501
50.2,1.77,-148.096138529445
50.3,1.77,-147.951226653659
50.4,1.77,-147.806419687649
50.5,1.77,-147.661717631418
50.6,1.77,-147.517120484964
50.7,1.77,-147.372628248287
50.8,1.77,-147.228240921388
50.9,1.77,-147.083958504267
51,1.77,-146.939780996923
51.1,1.77,-146.795708399357
51.2,1.77,-146.651740711569
51.3,1.77,-146.507877933558
51.4,1.77,-146.364120065325
51.5,1.77,-146.220467106869
51.6,1.77,-146.076919058191
51.7,1.77,-145.93347591929
51.8,1.77,-145.790137690167
51.9,1.77,-145.646904370822
52,1.77,-145.503775961254
52.1,1.77,-145.360752461464
52.2,1.77,-145.217833871451
52.3,1.77,-145.075020191216
52.4,1.77,-144.932311420759
52.5,1.77,-144.789707560079
52.6,1.77,-144.647208609177
52.7,1.77,-144.504814568052
52.8,1.77,-144.362525436705
52.9,1.77,-144.220341215136
53,1.77,-144.078261903344
53.1,1.77,-143.93628750133
53.2,1.77,-143.794418009093
53.3,1.77,-143.652653426634
53.4,1.77,-143.510993753952
53.5,1.77,-143.369438991048
53.6,1.77,-143.227989137922
53.7,1.77,-143.086644194573
53.8,1.77,-142.945404161002
53.9,1.77,-142.804269037209
54,1.77,-142.663238823193
54.1,1.77,-142.522313518954
54.2,1.77,-142.381493124494
54.3,1.77,-142.24077763981
54.4,1.77,-142.100167064905
54.5,1.77,-141.959661399777
54.6,1.77,-141.819260644427
54.7,1.77,-141.678964798854
54.8,1.77,-141.538773863058
54.9,1.77,-141.398687837041
55,1.77,-141.258706720801
55.1,1.77,-141.118830514338
55.2,1.77,-140.979059217654
55.3,1.77,-140.839392830746
55.4,1.77,-140.699831353617
55.5,1.77,-140.560374786265
55.6,1.77,-140.42102312869
55.7,1.77,-140.281776380893
55.8,1.77,-140.142634542874
55.9,1.77,-140.003597614632
56,1.77,-139.864665596168
56.1,1.77,-139.725838487481
56.2,1.77,-139.587116288573
56.3,1.77,-139.448498999441
56.4,1.77,-139.309986620087
56.5,1.77,-139.171579150511
56.6,1.77,-139.033276590713
56.7,1.77,-138.895078940692
56.8,1.77,-138.756986200448
56.9,1.77,-138.618998369983
57,1.77,-138.481115449294
57.1,1.77,-138.343337438384
57.2,1.77,-138.205664337251
57.3,1.77,-138.068096145895
57.4,1.77,-137.930632864317
57.5,1.77,-137.793274492517
57.6,1.77,-137.656021030495
57.7,1.77,-137.518872478249
57.8,1.77,-137.381828835782
57.9,1.77,-137.244890103092
58,1.77,-137.10805628018
58.1,1.77,-136.971327367045
58.2,1.77,-136.834703363688
58.3,1.77,-136.698184270108
58.4,1.77,-136.561770086306
58.5,1.77,-136.425460812282
58.6,1.77,-136.289256448035
58.7,1.77,-136.153156993566
58.8,1.77,-136.017162448875
58.9,1.77,-135.881272813961
59,1.77,-135.745488088824
59.1,1.77,-135.609808273466
59.2,1.77,-135.474233367884
59.3,1.77,-135.338763372081
59.4,1.77,-135.203398286055
59.5,1.77,-135.068138109806
59.6,1.77,-134.932982843335
59.7,1.77,-134.797932486642
59.8,1.77,-134.662987039727
59.9,1.77,-134.528146502588
60,1.77,-134.393410875228
60.1,1.77,-134.258780157645
60.2,1.77,-134.12425434984
60.3,1.77,-133.989833451812
60.4,1.77,-133.855517463562
60.5,1.77,-133.72130638509
60.6,1.77,-133.587200216395
60.7,1.77,-133.453198957477
60.8,1.77,-133.319302608338
60.9,1.77,-133.185511168975
61,1.77,-133.051824639391
61.1,1.77,-132.918243019584
61.2,1.77,-132.784766309554
61.3,1.77,-132.651394509303
61.4,1.77,-132.518127618829
61.5,1.77,-132.384965638132
61.6,1.77,-132.251908567213
61.7,1.77,-132.118956406072
61.8,1.77,-131.986109154708
61.9,1.77,-131.853366813121
62,1.77,-131.720729381313
62.1,1.77,-131.588196859282
62.2,1.77,-131.455769247028
62.3,1.77,-131.323446544552
62.4,1.77,-131.191228751854
62.5,1.77,-131.059115868933
62.6,1.77,-130.92710789579
62.7,1.77,-130.795204832425
62.8,1.77,-130.663406678837
62.9,1.77,-130.531713435027
63,1.77,-130.400125100994
63.1,1.77,-130.268641676739
63.2,1.77,-130.137263162261
63.3,1.77,-130.005989557561
63.4,1.77,-129.874820862639
63.5,1.77,-129.743757077494
63.6,1.77,-129.612798202127
63.7,1.77,-129.481944236537
63.8,1.77,-129.351195180725
63.9,1.77,-129.220551034691
64,1.77,-129.090011798434
64.1,1.77,-128.959577471955
64.2,1.77,-128.829248055253
64.3,1.77,-128.699023548329
64.4,1.77,-128.568903951183
64.5,1.77,-128.438889263814
64.6,1.77,-128.308979486223
64.7,1.77,-128.179174618409
64.8,1.77,-128.049474660373
64.9,1.77,-127.919879612114
65,1.77,-127.790389473633
65.1,1.77,-127.66100424493
65.2,1.77,-127.531723926004
65.3,1.77,-127.402548516856
65.4,1.77,-127.273478017486
65.5,1.77,-127.144512427893
65.6,1.77,-127.015651748077
65.7,1.77,-126.88689597804
65.8,1.77,-126.758245117779
65.9,1.77,-126.629699167297
66,1.77,-126.501258126592
66.1,1.77,-126.372921995664
66.2,1.77,-126.244690774515
66.3,1.77,-126.116564463142
66.4,1.77,-125.988543061548
66.5,1.77,-125.860626569731
66.6,1.77,-125.732814987691
66.7,1.77,-125.605108315429
66.8,1.77,-125.477506552945
66.9,1.77,-125.350009700239
67,1.77,-125.222617757309
67.1,1.77,-125.095330724158
67.2,1.77,-124.968148600784
67.3,1.77,-124.841071387188
67.4,1.77,-124.714099083369
67.5,1.77,-124.587231689328
67.6,1.77,-124.460469205064
67.7,1.77,-124.333811630578
67.8,1.77,-124.20725896587
67.9,1.77,-124.080811210939
68,1.77,-123.954468365786
68.1,1.77,-123.828230430411
68.2,1.77,-123.702097404813
68.3,1.77,-123.576069288992
68.4,1.77,-123.450146082949
68.5,1.77,-123.324327786684
68.6,1.77,-123.198614400197
68.7,1.77,-123.073005923487
68.8,1.77,-122.947502356554
68.9,1.77,-122.822103699399
69,1.77,-122.696809952022
69.1,1.77,-122.571621114422
69.2,1.77,-122.4465371866
69.3,1.77,-122.321558168556
69.4,1.77,-122.196684060289
69.5,1.77,-122.0719148618
69.6,1.77,-121.947250573088
69.7,1.77,-121.822691194154
69.8,1.77,-121.698236724997
69.9,1.77,-121.573887165618
70,1.77,-121.449642516017
70.1,1.77,-121.325502776193
70.2,1.77,-121.201467946147
70.3,1.77,-121.077538025878
70.4,1.77,-120.953713015387
70.5,1.77,-120.829992914674
70.6,1.77,-120.706377723738
70.7,1.77,-120.58286744258
70.8,1.77,-120.459462071199
70.9,1.77,-120.336161609596
71,1.77,-120.212966057771
71.1,1.77,-120.089875415723
71.2,1.77,-119.966889683453
71.3,1.77,-119.84400886096
71.4,1.77,-119.721232948245
71.5,1.77,-119.598561945308
71.6,1.77,-119.475995852148
71.7,1.77,-119.353534668766
71.8,1.77,-119.231178395161
71.9,1.77,-119.108927031334
72,1.77,-118.986780577284
72.1,1.77,-118.864739033012
72.2,1.77,-118.742802398518
72.3,1.77,-118.620970673801
72.4,1.77,-118.499243858862
72.5,1.77,-118.377621953701
72.6,1.77,-118.256104958317
72.7,1.77,-118.13469287271
72.8,1.77,-118.013385696881
72.9,1.77,-117.89218343083
73,1.77,-117.771086074557
73.1,1.77,-117.650093628061
73.2,1.77,-117.529206091342
73.3,1.77,-117.408423464401
73.4,1.77,-117.287745747238
73.5,1.77,-117.167172939852
73.6,1.77,-117.046705042244
73.7,1.77,-116.926342054414
73.8,1.77,-116.806083976361
73.9,1.77,-116.685930808086
74,1.77,-116.565882549588
74.1,1.77,-116.445939200868
74.2,1.77,-116.326100761925
74.3,1.77,-116.206367232761
74.4,1.77,-116.086738613373
74.5,1.77,-115.967214903763
74.6,1.77,-115.847796103931
74.7,1.77,-115.728482213877
74.8,1.77,-115.6092732336
74.9,1.77,-115.4901691631
75,1.77,-115.371170002379
50,1.78,-147.223467526508
50.1,1.78,-147.079080199609
50.2,1.78,-146.934797782488
50.3,1.78,-146.790620275144
50.4,1.78,-146.646547677578
50.5,1.78,-146.502579989789
50.6,1.78,-146.358717211779
50.7,1.78,-146.214959343545
50.8,1.78,-146.07130638509
50.9,1.78,-145.927758336411
51,1.78,-145.784315197511
51.1,1.78,-145.640976968388
51.2,1.78,-145.497743649043
51.3,1.78,-145.354615239475
51.4,1.78,-145.211591739685
51.5,1.78,-145.068673149672
51.6,1.78,-144.925859469437
51.7,1.78,-144.78315069898
51.8,1.78,-144.6405468383
51.9,1.78,-144.498047887398
52,1.78,-144.355653846273
52.1,1.78,-144.213364714926
52.2,1.78,-144.071180493356
52.3,1.78,-143.929101181565
52.4,1.78,-143.78712677955
52.5,1.78,-143.645257287314
52.6,1.78,-143.503492704855
52.7,1.78,-143.361833032173
52.8,1.78,-143.220278269269
52.9,1.78,-143.078828416143
53,1.78,-142.937483472794
53.1,1.78,-142.796243439223
53.2,1.78,-142.655108315429
53.3,1.78,-142.514078101414
53.4,1.78,-142.373152797175
53.5,1.78,-142.232332402714
53.6,1.78,-142.091616918031
53.7,1.78,-141.951006343126
53.8,1.78,-141.810500677998
53.9,1.78,-141.670099922647
54,1.78,-141.529804077074
54.1,1.78,-141.389613141279
54.2,1.78,-141.249527115262
54.3,1.78,-141.109545999022
54.4,1.78,-140.969669792559
54.5,1.78,-140.829898495874
54.6,1.78,-140.690232108967
54.7,1.78,-140.550670631837
54.8,1.78,-140.411214064485
54.9,1.78,-140.271862406911
55,1.78,-140.132615659114
55.1,1.78,-139.993473821095
55.2,1.78,-139.854436892853
55.3,1.78,-139.715504874389
55.4,1.78,-139.576677765702
55.5,1.78,-139.437955566793
55.6,1.78,-139.299338277662
55.7,1.78,-139.160825898308
55.8,1.78,-139.022418428732
55.9,1.78,-138.884115868933
56,1.78,-138.745918218912
56.1,1.78,-138.607825478669
56.2,1.78,-138.469837648203
56.3,1.78,-138.331954727515
56.4,1.78,-138.194176716604
56.5,1.78,-138.056503615471
56.6,1.78,-137.918935424116
56.7,1.78,-137.781472142538
56.8,1.78,-137.644113770738
56.9,1.78,-137.506860308715
57,1.78,-137.36971175647
57.1,1.78,-137.232668114003
57.2,1.78,-137.095729381313
57.3,1.78,-136.958895558401
57.4,1.78,-136.822166645266
57.5,1.78,-136.685542641909
57.6,1.78,-136.549023548329
57.7,1.78,-136.412609364527
57.8,1.78,-136.276300090503
57.9,1.78,-136.140095726256
58,1.78,-136.003996271787
58.1,1.78,-135.868001727095
58.2,1.78,-135.732112092181
58.3,1.78,-135.596327367045
58.4,1.78,-135.460647551686
58.5,1.78,-135.325072646105
58.6,1.78,-135.189602650301
58.7,1.78,-135.054237564275
58.8,1.78,-134.918977388027
58.9,1.78,-134.783822121556
59,1.78,-134.648771764863
59.1,1.78,-134.513826317947
59.2,1.78,-134.378985780809
59.3,1.78,-134.244250153449
59.4,1.78,-134.109619435866
59.5,1.78,-133.975093628061
59.6,1.78,-133.840672730033
59.7,1.78,-133.706356741783
59.8,1.78,-133.57214566331
59.9,1.78,-133.438039494615
60,1.78,-133.304038235698
60.1,1.78,-133.170141886558
60.2,1.78,-133.036350447196
60.3,1.78,-132.902663917612
60.4,1.78,-132.769082297805
60.5,1.78,-132.635605587775
60.6,1.78,-132.502233787523
60.7,1.78,-132.368966897049
60.8,1.78,-132.235804916353
60.9,1.78,-132.102747845434
61,1.78,-131.969795684292
61.1,1.78,-131.836948432928
61.2,1.78,-131.704206091342
61.3,1.78,-131.571568659534
61.4,1.78,-131.439036137502
61.5,1.78,-131.306608525249
61.6,1.78,-131.174285822773
61.7,1.78,-131.042068030075
61.8,1.78,-130.909955147154
61.9,1.78,-130.777947174011
62,1.78,-130.646044110646
62.1,1.78,-130.514245957058
62.2,1.78,-130.382552713247
62.3,1.78,-130.250964379215
62.4,1.78,-130.119480954959
62.5,1.78,-129.988102440482
62.6,1.78,-129.856828835782
62.7,1.78,-129.72566014086
62.8,1.78,-129.594596355715
62.9,1.78,-129.463637480348
63,1.78,-129.332783514758
63.1,1.78,-129.202034458946
63.2,1.78,-129.071390312912
63.3,1.78,-128.940851076655
63.4,1.78,-128.810416750176
63.5,1.78,-128.680087333474
63.6,1.78,-128.54986282655
63.7,1.78,-128.419743229403
63.8,1.78,-128.289728542035
63.9,1.78,-128.159818764443
64,1.78,-128.03001389663
64.1,1.78,-127.900313938594
64.2,1.78,-127.770718890335
64.3,1.78,-127.641228751854
64.4,1.78,-127.511843523151
64.5,1.78,-127.382563204225
64.6,1.78,-127.253387795077
64.7,1.78,-127.124317295706
64.8,1.78,-126.995351706113
64.9,1.78,-126.866491026298
65,1.78,-126.73773525626
65.1,1.78,-126.609084396
65.2,1.78,-126.480538445518
65.3,1.78,-126.352097404813
65.4,1.78,-126.223761273885
65.5,1.78,-126.095530052735
65.6,1.78,-125.967403741363
65.7,1.78,-125.839382339769
65.8,1.78,-125.711465847951
65.9,1.78,-125.583654265912
66,1.78,-125.45594759365
66.1,1.78,-125.328345831166
66.2,1.78,-125.200848978459
66.3,1.78,-125.07345703553
66.4,1.78,-124.946170002379
66.5,1.78,-124.818987879005
66.6,1.78,-124.691910665408
66.7,1.78,-124.56493836159
66.8,1.78,-124.438070967549
66.9,1.78,-124.311308483285
67,1.78,-124.184650908799
67.1,1.78,-124.058098244091
67.2,1.78,-123.93165048916
67.3,1.78,-123.805307644007
67.4,1.78,-123.679069708631
